Revenue_INR,Cost_INR,Quantity,Business_Model
8652,6489.0,6,Retail
23435,17576.25,5,Retail
13392,10044.0,4,Retail
10920,8190.0,6,Retail
17848,13386.0,4,Retail
14595,10946.25,3,Retail
16800,12600.0,10,Retail
8496,6372.0,9,Retail
6414,4810.5,6,Retail
376,282.0,4,Retail
1941,1455.75,3,Retail
492,369.0,4,Retail
47410,35557.5,10,Retail
9896,7422.0,4,Retail
2830,2122.5,5,Retail
4878,3658.5,3,Retail
8180,6135.0,4,Retail
43020,32265.0,10,Retail
29970,22477.5,9,Retail
525,393.75,5,Retail
2268,1701.0,7,Retail
6585,4938.75,3,Retail
36090,27067.5,10,Retail
663,497.25,1,Retail
32781,24585.75,7,Retail
13349,10011.75,7,Retail
21812,16359.0,7,Retail
2004,1503.0,3,Retail
9177,6882.75,3,Retail
8904,6678.0,6,Retail
6265,4698.75,5,Retail
11631,8723.25,3,Retail
29610,22207.5,9,Retail
1217,912.75,1,Retail
20520,15390.0,6,Retail
7021,5265.75,7,Retail
16353,12264.75,9,Retail
33383,25037.25,7,Retail
2314,1735.5,1,Retail
12840,9630.0,3,Retail
8400,6300.0,4,Retail
20384,15288.0,7,Retail
15190,11392.5,5,Retail
3924,2943.0,9,Retail
3206,2404.5,1,Retail
17940,13455.0,10,Retail
22152,16614.0,6,Retail
32256,24192.0,7,Retail
3924,2943.0,3,Retail
15726,11794.5,6,Retail
19168,14376.0,8,Retail
34930,26197.5,7,Retail
26432,19824.0,8,Retail
22808,17106.0,8,Retail
19220,14415.0,5,Retail
6432,4824.0,4,Retail
22310,16732.5,5,Retail
1568,1176.0,7,Retail
14740,11055.0,4,Retail
10240,7680.0,10,Retail
6510,4882.5,5,Retail
21816,16362.0,8,Retail
2632,1974.0,2,Retail
2944,2208.0,4,Retail
18198,13648.5,6,Retail
14320,10740.0,10,Retail
3400,2550.0,5,Retail
3260,2445.0,4,Retail
11820,8865.0,10,Retail
3354,2515.5,2,Retail
13600,10200.0,10,Retail
7155,5366.25,5,Retail
22960,17220.0,5,Retail
4342,3256.5,1,Retail
1264,948.0,4,Retail
34146,25609.5,7,Retail
11232,8424.0,4,Retail
17300,12975.0,4,Retail
11991,8993.25,7,Retail
12540,9405.0,10,Retail
2007,1505.25,1,Retail
15400,11550.0,10,Retail
4132,3099.0,2,Retail
36540,27405.0,10,Retail
9912,7434.0,6,Retail
2072,1554.0,4,Retail
1405,1053.75,1,Retail
18440,13830.0,10,Retail
49320,36990.0,10,Retail
11444,8583.0,4,Retail
20391,15293.25,7,Retail
15462,11596.5,6,Retail
6756,5067.0,2,Retail
14292,10719.0,9,Retail
4950,3712.5,10,Retail
2084,1563.0,1,Retail
1478,1108.5,2,Retail
25186,18889.5,7,Retail
29700,22275.0,6,Retail
8554,6415.5,2,Retail
500,375.0,5,Retail
12300,9225.0,4,Retail
44600,33450.0,10,Retail
24310,18232.5,5,Retail
24480,18360.0,5,Retail
4880,3660.0,2,Retail
1791,1343.25,3,Retail
28364,21273.0,7,Retail
26900,20175.0,10,Retail
9843,7382.25,3,Retail
1683,1262.25,3,Retail
16410,12307.5,5,Retail
1224,918.0,1,Retail
7242,5431.5,3,Retail
18382,13786.5,7,Retail
279,209.25,3,Retail
2976,2232.0,1,Retail
364,273.0,1,Retail
7918,5938.5,2,Retail
15444,11583.0,4,Retail
4385,3288.75,1,Retail
40150,30112.5,10,Retail
11364,8523.0,6,Retail
39020,29265.0,10,Retail
25176,18882.0,8,Retail
47070,35302.5,10,Retail
2745,2058.75,5,Retail
5832,4374.0,9,Retail
5350,4012.5,10,Retail
2861,2145.75,1,Retail
12168,9126.0,9,Retail
144,108.0,2,Retail
25620,19215.0,6,Retail
6630,4972.5,2,Retail
1253,939.75,7,Retail
17984,13488.0,4,Retail
29352,22014.0,6,Retail
13468,10101.0,4,Retail
4742,3556.5,1,Retail
19200,14400.0,4,Retail
11931,8948.25,3,Retail
37330,27997.5,10,Retail
1582,1186.5,1,Retail
31390,23542.5,10,Retail
10788,8091.0,4,Retail
16640,12480.0,10,Retail
7483,5612.25,7,Retail
5487,4115.25,3,Retail
19187,14390.25,7,Retail
28686,21514.5,7,Retail
4415,3311.25,1,Retail
13064,9798.0,8,Retail
824,618.0,8,Retail
44960,33720.0,10,Retail
7404,5553.0,2,Retail
1318,988.5,2,Retail
12472,9354.0,4,Retail
35514,26635.5,9,Retail
5670,4252.5,7,Retail
18099,13574.25,9,Retail
34080,25560.0,10,Retail
29274,21955.5,6,Retail
9828,7371.0,6,Retail
3537,2652.75,3,Retail
9422,7066.5,2,Retail
2300,1725.0,2,Retail
5208,3906.0,3,Retail
25865,19398.75,7,Retail
48860,36645.0,10,Retail
13480,10110.0,8,Retail
35973,26979.75,9,Retail
18117,13587.75,9,Retail
15392,11544.0,4,Retail
19230,14422.5,10,Retail
15430,11572.5,10,Retail
6896,5172.0,8,Retail
34056,25542.0,8,Retail
2058,1543.5,2,Retail
21308,15981.0,7,Retail
4130,3097.5,1,Retail
4030,3022.5,1,Retail
8868,6651.0,3,Retail
1996,1497.0,4,Retail
5572,4179.0,4,Retail
13950,10462.5,9,Retail
22448,16836.0,8,Retail
44570,33427.5,10,Retail
3927,2945.25,3,Retail
13896,10422.0,3,Retail
19736,14802.0,8,Retail
32190,24142.5,10,Retail
8922,6691.5,2,Retail
23178,17383.5,6,Retail
3429,2571.75,9,Retail
11349,8511.75,9,Retail
12020,9015.0,5,Retail
3568,2676.0,1,Retail
4864,3648.0,8,Retail
1360,1020.0,4,Retail
20622,15466.5,6,Retail
17896,13422.0,8,Retail
3840,2880.0,8,Retail
37161,27870.75,9,Retail
9717,7287.75,3,Retail
2172,1629.0,1,Retail
9236,6927.0,2,Retail
8920,6690.0,2,Retail
17754,13315.5,6,Retail
1190,892.5,1,Retail
12160,9120.0,5,Retail
1098,823.5,1,Retail
7464,5598.0,2,Retail
3390,2542.5,3,Retail
34326,25744.5,9,Retail
32725,24543.75,7,Retail
32536,24402.0,8,Retail
8645,6483.75,5,Retail
40020,30015.0,10,Retail
41540,31155.0,10,Retail
41076,30807.0,9,Retail
20704,15528.0,8,Retail
28030,21022.5,10,Retail
8544,6408.0,6,Retail
15228,11421.0,9,Retail
13608,10206.0,8,Retail
7638,5728.5,2,Retail
27111,20333.25,7,Retail
18575,13931.25,5,Retail
9885,7413.75,5,Retail
18724,14043.0,4,Retail
22752,17064.0,6,Retail
34236,25677.0,9,Retail
12104,9078.0,4,Retail
35224,26418.0,8,Retail
25851,19388.25,7,Retail
23604,17703.0,6,Retail
29760,22320.0,8,Retail
8592,6444.0,2,Retail
14744,11058.0,4,Retail
31240,23430.0,8,Retail
10632,7974.0,4,Retail
31400,23550.0,10,Retail
7002,5251.5,9,Retail
41427,31070.25,9,Retail
1644,1233.0,2,Retail
25326,18994.5,6,Retail
29862,22396.5,6,Retail
29460,22095.0,10,Retail
17220,12915.0,10,Retail
8790,6592.5,6,Retail
4923,3692.25,9,Retail
23541,17655.75,7,Retail
2524,1893.0,2,Retail
978,733.5,1,Retail
5064,3798.0,8,Retail
18732,14049.0,7,Retail
2300,1725.0,5,Retail
1032,774.0,2,Retail
11316,8487.0,3,Retail
24472,18354.0,8,Retail
9486,7114.5,3,Retail
37152,27864.0,9,Retail
10350,7762.5,10,Retail
3180,2385.0,3,Retail
27621,20715.75,9,Retail
15480,11610.0,6,Retail
2260,1695.0,1,Retail
21024,15768.0,9,Retail
7281,5460.75,3,Retail
16848,12636.0,9,Retail
27810,20857.5,6,Retail
9558,7168.5,6,Retail
10584,7938.0,6,Retail
13768,10326.0,4,Retail
6573,4929.75,3,Retail
7320,5490.0,4,Retail
10743,8057.25,3,Retail
19740,14805.0,10,Retail
39680,29760.0,10,Retail
7800,5850.0,2,Retail
22956,17217.0,6,Retail
7191,5393.25,9,Retail
978,733.5,1,Retail
12970,9727.5,10,Retail
604,453.0,1,Retail
10650,7987.5,10,Retail
13086,9814.5,9,Retail
13276,9957.0,4,Retail
1940,1455.0,5,Retail
5040,3780.0,7,Retail
10136,7602.0,4,Retail
11888,8916.0,4,Retail
2600,1950.0,2,Retail
21441,16080.75,7,Retail
1632,1224.0,6,Retail
11853,8889.75,3,Retail
5283,3962.25,9,Retail
2562,1921.5,7,Retail
6124,4593.0,4,Retail
9492,7119.0,4,Retail
2208,1656.0,2,Retail
17708,13281.0,4,Retail
31560,23670.0,8,Retail
1360,1020.0,1,Retail
29076,21807.0,6,Retail
355,266.25,1,Retail
23080,17310.0,8,Retail
9990,7492.5,5,Retail
7880,5910.0,4,Retail
1870,1402.5,10,Retail
19629,14721.75,9,Retail
3115,2336.25,1,Retail
13348,10011.0,4,Retail
141,105.75,1,Retail
4320,3240.0,4,Retail
34300,25725.0,10,Retail
2274,1705.5,3,Retail
1978,1483.5,2,Retail
3638,2728.5,2,Retail
4087,3065.25,1,Retail
13370,10027.5,10,Retail
6590,4942.5,2,Retail
4119,3089.25,3,Retail
416,312.0,1,Retail
19572,14679.0,7,Retail
8472,6354.0,8,Retail
14250,10687.5,3,Retail
17456,13092.0,8,Retail
18985,14238.75,5,Retail
3162,2371.5,3,Retail
910,682.5,1,Retail
11220,8415.0,10,Retail
2239,1679.25,1,Retail
6282,4711.5,3,Retail
12558,9418.5,7,Retail
14175,10631.25,9,Retail
11088,8316.0,7,Retail
12230,9172.5,10,Retail
44550,33412.5,9,Retail
7890,5917.5,3,Retail
28944,21708.0,8,Retail
26894,20170.5,7,Retail
11260,8445.0,4,Retail
10780,8085.0,7,Retail
10495,7871.25,5,Retail
12582,9436.5,6,Retail
18224,13668.0,8,Retail
8872,6654.0,8,Retail
3421,2565.75,1,Retail
211,158.25,1,Retail
17143,12857.25,7,Retail
38624,28968.0,8,Retail
10960,8220.0,10,Retail
6804,5103.0,3,Retail
28880,21660.0,8,Retail
21808,16356.0,8,Retail
7532,5649.0,2,Retail
2949,2211.75,1,Retail
17520,13140.0,4,Retail
6920,5190.0,2,Retail
13013,9759.75,7,Retail
21276,15957.0,6,Retail
39280,29460.0,8,Retail
22968,17226.0,8,Retail
14425,10818.75,5,Retail
7446,5584.5,3,Retail
5492,4119.0,2,Retail
8662,6496.5,2,Retail
13080,9810.0,5,Retail
37280,27960.0,10,Retail
15460,11595.0,10,Retail
16432,12324.0,4,Retail
14060,10545.0,4,Retail
16068,12051.0,4,Retail
14418,10813.5,3,Retail
38408,28806.0,8,Retail
10290,7717.5,7,Retail
5556,4167.0,3,Retail
5344,4008.0,8,Retail
36740,27555.0,10,Retail
2655,1991.25,3,Retail
11116,8337.0,4,Retail
3290,2467.5,7,Retail
8152,6114.0,8,Retail
4938,3703.5,2,Retail
1467,1100.25,1,Retail
3864,2898.0,6,Retail
4718,3538.5,7,Retail
2406,1804.5,6,Retail
15430,11572.5,10,Retail
32292,24219.0,9,Retail
7144,5358.0,2,Retail
19832,14874.0,8,Retail
1220,915.0,5,Retail
18900,14175.0,6,Retail
1113,834.75,3,Retail
9457,7092.75,7,Retail
10283,7712.25,7,Retail
830,622.5,10,Retail
9628,7221.0,4,Retail
26516,19887.0,7,Retail
18347,13760.25,7,Retail
9780,7335.0,2,Retail
15435,11576.25,9,Retail
5727,4295.25,3,Retail
8474,6355.5,2,Retail
8550,6412.5,9,Retail
1665,1248.75,1,Retail
11158,8368.5,7,Retail
2450,1837.5,5,Retail
1352,1014.0,2,Retail
992,744.0,2,Retail
9608,7206.0,4,Retail
14880,11160.0,6,Retail
19989,14991.75,9,Retail
26929,20196.75,7,Retail
4634,3475.5,2,Retail
3243,2432.25,3,Retail
28490,21367.5,7,Retail
25088,18816.0,8,Retail
37976,28482.0,8,Retail
32700,24525.0,10,Retail
2007,1505.25,9,Retail
3266,2449.5,2,Retail
22610,16957.5,5,Retail
1516,1137.0,1,Retail
874,655.5,2,Retail
21335,16001.25,5,Retail
27024,20268.0,6,Retail
1053,789.75,9,Retail
4802,3601.5,1,Retail
16532,12399.0,4,Retail
7494,5620.5,6,Retail
20475,15356.25,9,Retail
8635,6476.25,5,Retail
3783,2837.25,3,Retail
12060,9045.0,9,Retail
10736,8052.0,4,Retail
5922,4441.5,6,Retail
6386,4789.5,2,Retail
31626,23719.5,7,Retail
17720,13290.0,8,Retail
2535,1901.25,5,Retail
13900,10425.0,4,Retail
29694,22270.5,6,Retail
27576,20682.0,8,Retail
4371,3278.25,1,Retail
35694,26770.5,9,Retail
16570,12427.5,10,Retail
12609,9456.75,9,Retail
15305,11478.75,5,Retail
1916,1437.0,1,Retail
4164,3123.0,6,Retail
8756,6567.0,2,Retail
18184,13638.0,4,Retail
7704,5778.0,2,Retail
12520,9390.0,10,Retail
32463,24347.25,9,Retail
5562,4171.5,3,Retail
7098,5323.5,2,Retail
24550,18412.5,10,Retail
7064,5298.0,4,Retail
9282,6961.5,3,Retail
4660,3495.0,5,Retail
20713,15534.75,7,Retail
29604,22203.0,6,Retail
420,315.0,7,Retail
7076,5307.0,4,Retail
9135,6851.25,3,Retail
23795,17846.25,5,Retail
20094,15070.5,6,Retail
7875,5906.25,7,Retail
12397,9297.75,7,Retail
2754,2065.5,3,Retail
19128,14346.0,4,Retail
9886,7414.5,2,Retail
9175,6881.25,5,Retail
3794,2845.5,1,Retail
10251,7688.25,3,Retail
705,528.75,5,Retail
13325,9993.75,5,Retail
26054,19540.5,7,Retail
9464,7098.0,4,Retail
221,165.75,1,Retail
40650,30487.5,10,Retail
1245,933.75,5,Retail
37320,27990.0,8,Retail
15547,11660.25,7,Retail
25848,19386.0,8,Retail
4246,3184.5,1,Retail
40980,30735.0,10,Retail
8169,6126.75,7,Retail
14826,11119.5,7,Retail
6114,4585.5,3,Retail
26721,20040.75,9,Retail
3560,2670.0,5,Retail
35776,26832.0,8,Retail
9048,6786.0,3,Retail
4330,3247.5,10,Retail
2912,2184.0,7,Retail
1092,819.0,2,Retail
4832,3624.0,1,Retail
7863,5897.25,3,Retail
29141,21855.75,7,Retail
7008,5256.0,3,Retail
18575,13931.25,5,Retail
22845,17133.75,5,Retail
8604,6453.0,2,Retail
9004,6753.0,4,Retail
3514,2635.5,2,Retail
10496,7872.0,8,Retail
24135,18101.25,5,Retail
6537,4902.75,3,Retail
7245,5433.75,3,Retail
11360,8520.0,8,Retail
21235,15926.25,5,Retail
33498,25123.5,9,Retail
4719,3539.25,1,Retail
16803,12602.25,9,Retail
6008,4506.0,8,Retail
11274,8455.5,3,Retail
58,43.5,1,Retail
969,726.75,1,Retail
9640,7230.0,5,Retail
1157,867.75,1,Retail
42010,31507.5,10,Retail
20370,15277.5,6,Retail
4680,3510.0,3,Retail
31890,23917.5,10,Retail
1566,1174.5,3,Retail
13209,9906.75,3,Retail
11019,8264.25,3,Retail
10048,7536.0,8,Retail
29673,22254.75,9,Retail
11108,8331.0,4,Retail
4453,3339.75,1,Retail
7803,5852.25,3,Retail
12352,9264.0,8,Retail
4968,3726.0,4,Retail
17808,13356.0,6,Retail
17091,12818.25,9,Retail
8532,6399.0,2,Retail
18745,14058.75,5,Retail
33248,24936.0,8,Retail
1457,1092.75,1,Retail
8448,6336.0,4,Retail
9880,7410.0,4,Retail
1708,1281.0,1,Retail
29226,21919.5,6,Retail
5924,4443.0,4,Retail
6972,5229.0,7,Retail
13644,10233.0,3,Retail
10962,8221.5,3,Retail
17450,13087.5,10,Retail
3558,2668.5,1,Retail
44172,33129.0,9,Retail
24616,18462.0,8,Retail
11200,8400.0,7,Retail
15516,11637.0,6,Retail
4164,3123.0,2,Retail
2432,1824.0,1,Retail
1262,946.5,2,Retail
12020,9015.0,10,Retail
30121,22590.75,7,Retail
27136,20352.0,8,Retail
39896,29922.0,8,Retail
25624,19218.0,8,Retail
2190,1642.5,6,Retail
9100,6825.0,2,Retail
142,106.5,1,Retail
25032,18774.0,7,Retail
14180,10635.0,5,Retail
6808,5106.0,8,Retail
24880,18660.0,5,Retail
11564,8673.0,7,Retail
7110,5332.5,5,Retail
18055,13541.25,5,Retail
4448,3336.0,1,Retail
3315,2486.25,5,Retail
24200,18150.0,10,Retail
4004,3003.0,2,Retail
17478,13108.5,6,Retail
10508,7881.0,4,Retail
1449,1086.75,3,Retail
16752,12564.0,6,Retail
22680,17010.0,5,Retail
7610,5707.5,10,Retail
12996,9747.0,4,Retail
273,204.75,1,Retail
3060,2295.0,6,Retail
18540,13905.0,5,Retail
37136,27852.0,8,Retail
2849,2136.75,7,Retail
1504,1128.0,1,Retail
41970,31477.5,10,Retail
28800,21600.0,10,Retail
11780,8835.0,4,Retail
12480,9360.0,5,Retail
5631,4223.25,3,Retail
11196,8397.0,6,Retail
5420,4065.0,4,Retail
5144,3858.0,2,Retail
8208,6156.0,6,Retail
14812,11109.0,7,Retail
983,737.25,1,Retail
13566,10174.5,3,Retail
27419,20564.25,7,Retail
14337,10752.75,9,Retail
3872,2904.0,1,Retail
345,258.75,5,Retail
21280,15960.0,7,Retail
2340,1755.0,9,Retail
16709,12531.75,7,Retail
41877,31407.75,9,Retail
25956,19467.0,7,Retail
22420,16815.0,5,Retail
5901,4425.75,7,Retail
29120,21840.0,7,Retail
23989,17991.75,7,Retail
16800,12600.0,8,Retail
2142,1606.5,3,Retail
4485,3363.75,1,Retail
685,513.75,5,Retail
21100,15825.0,5,Retail
17420,13065.0,4,Retail
15016,11262.0,8,Retail
33928,25446.0,8,Retail
2884,2163.0,4,Retail
4533,3399.75,3,Retail
24108,18081.0,6,Retail
43623,32717.25,9,Retail
13480,10110.0,8,Retail
1184,888.0,2,Retail
1730,1297.5,1,Retail
5286,3964.5,2,Retail
23838,17878.5,6,Retail
21324,15993.0,6,Retail
1092,819.0,2,Retail
33922,25441.5,7,Retail
8155,6116.25,5,Retail
21606,16204.5,6,Retail
23670,17752.5,6,Retail
523,392.25,1,Retail
5803,4352.25,7,Retail
1659,1244.25,3,Retail
3808,2856.0,1,Retail
6836,5127.0,4,Retail
10620,7965.0,6,Retail
688,516.0,1,Retail
8520,6390.0,4,Retail
1472,1104.0,4,Retail
3980,2985.0,4,Retail
14035,10526.25,7,Retail
17000,12750.0,4,Retail
19899,14924.25,9,Retail
1142,856.5,1,Retail
876,657.0,4,Retail
16504,12378.0,4,Retail
10242,7681.5,3,Retail
40266,30199.5,9,Retail
2903,2177.25,1,Retail
996,747.0,6,Retail
2097,1572.75,1,Retail
1686,1264.5,1,Retail
32160,24120.0,8,Retail
21255,15941.25,5,Retail
15280,11460.0,4,Retail
4358,3268.5,2,Retail
19180,14385.0,7,Retail
5295,3971.25,5,Retail
18220,13665.0,4,Retail
2232,1674.0,2,Retail
8880,6660.0,5,Retail
12090,9067.5,3,Retail
16160,12120.0,4,Retail
4849,3636.75,1,Retail
10591,7943.25,7,Retail
11214,8410.5,6,Retail
42490,31867.5,10,Retail
32375,24281.25,7,Retail
625,468.75,1,Retail
34447,25835.25,7,Retail
6235,4676.25,5,Retail
32634,24475.5,7,Retail
6576,4932.0,3,Retail
11640,8730.0,5,Retail
12828,9621.0,6,Retail
21360,16020.0,5,Retail
24344,18258.0,8,Retail
24057,18042.75,9,Retail
10065,7548.75,3,Retail
32907,24680.25,7,Retail
27102,20326.5,6,Retail
14420,10815.0,7,Retail
14708,11031.0,4,Retail
30312,22734.0,8,Retail
7953,5964.75,3,Retail
39970,29977.5,10,Retail
10320,7740.0,10,Retail
39640,29730.0,8,Retail
365,273.75,1,Retail
15554,11665.5,7,Retail
18310,13732.5,10,Retail
29760,22320.0,10,Retail
3908,2931.0,4,Retail
24750,18562.5,10,Retail
35750,26812.5,10,Retail
11403,8552.25,7,Retail
27896,20922.0,8,Retail
5202,3901.5,2,Retail
23430,17572.5,5,Retail
134,100.5,2,Retail
10422,7816.5,3,Retail
4700,3525.0,2,Retail
11151,8363.25,9,Retail
929,696.75,1,Retail
9324,6993.0,2,Retail
33780,25335.0,10,Retail
11565,8673.75,5,Retail
29583,22187.25,9,Retail
2834,2125.5,2,Retail
32868,24651.0,9,Retail
19328,14496.0,8,Retail
19240,14430.0,10,Retail
29418,22063.5,6,Retail
12220,9165.0,5,Retail
35460,26595.0,10,Retail
6643,4982.25,7,Retail
6152,4614.0,4,Retail
42300,31725.0,10,Retail
24210,18157.5,6,Retail
9216,6912.0,8,Retail
4642,3481.5,2,Retail
18738,14053.5,6,Retail
8512,6384.0,8,Retail
7713,5784.75,3,Retail
6660,4995.0,2,Retail
3834,2875.5,3,Retail
14985,11238.75,3,Retail
23625,17718.75,9,Retail
14265,10698.75,9,Retail
17016,12762.0,6,Retail
22393,16794.75,7,Retail
2698,2023.5,1,Retail
193,144.75,1,Retail
9737,7302.75,7,Retail
3647,2735.25,7,Retail
5625,4218.75,3,Retail
2210,1657.5,10,Retail
6182,4636.5,2,Retail
46920,35190.0,10,Retail
17765,13323.75,5,Retail
3942,2956.5,9,Retail
9006,6754.5,6,Retail
4734,3550.5,1,Retail
1840,1380.0,4,Retail
18260,13695.0,5,Retail
1850,1387.5,10,Retail
11560,8670.0,4,Retail
4102,3076.5,1,Retail
25352,19014.0,8,Retail
20790,15592.5,9,Retail
10458,7843.5,6,Retail
6954,5215.5,2,Retail
2832,2124.0,1,Retail
22064,16548.0,8,Retail
13010,9757.5,5,Retail
9628,7221.0,4,Retail
19616,14712.0,8,Retail
30834,23125.5,9,Retail
20358,15268.5,6,Retail
21012,15759.0,6,Retail
4280,3210.0,4,Retail
8496,6372.0,9,Retail
11680,8760.0,10,Retail
3969,2976.75,7,Retail
4141,3105.75,1,Retail
10848,8136.0,3,Retail
6174,4630.5,6,Retail
6912,5184.0,4,Retail
1053,789.75,3,Retail
34696,26022.0,8,Retail
48640,36480.0,10,Retail
10524,7893.0,6,Retail
13194,9895.5,6,Retail
25476,19107.0,6,Retail
18872,14154.0,7,Retail
11010,8257.5,6,Retail
3276,2457.0,1,Retail
6208,4656.0,4,Retail
6160,4620.0,2,Retail
6158,4618.5,2,Retail
3880,2910.0,1,Retail
13424,10068.0,4,Retail
2870,2152.5,2,Retail
26712,20034.0,7,Retail
19664,14748.0,4,Retail
20685,15513.75,7,Retail
9876,7407.0,2,Retail
29832,22374.0,8,Retail
10472,7854.0,4,Retail
14147,10610.25,7,Retail
18424,13818.0,8,Retail
8026,6019.5,2,Retail
9895,7421.25,5,Retail
10972,8229.0,4,Retail
18999,14249.25,9,Retail
26572,19929.0,7,Retail
17964,13473.0,9,Retail
6528,4896.0,4,Retail
3333,2499.75,3,Retail
2440,1830.0,5,Retail
4440,3330.0,10,Retail
7808,5856.0,8,Retail
31216,23412.0,8,Retail
4762,3571.5,1,Retail
31518,23638.5,9,Retail
16320,12240.0,8,Retail
22400,16800.0,10,Retail
16055,12041.25,5,Retail
19638,14728.5,6,Retail
3189,2391.75,3,Retail
13044,9783.0,3,Retail
14036,10527.0,4,Retail
43938,32953.5,9,Retail
4500,3375.0,6,Retail
32984,24738.0,7,Retail
20340,15255.0,10,Retail
27965,20973.75,7,Retail
21462,16096.5,7,Retail
11478,8608.5,3,Retail
4280,3210.0,10,Retail
8745,6558.75,3,Retail
15282,11461.5,9,Retail
240,180.0,2,Retail
31360,23520.0,7,Retail
9504,7128.0,8,Retail
231,173.25,3,Retail
18835,14126.25,5,Retail
6160,4620.0,7,Retail
9024,6768.0,3,Retail
41910,31432.5,10,Retail
3375,2531.25,1,Retail
1428,1071.0,3,Retail
15848,11886.0,7,Retail
7684,5763.0,2,Retail
15617,11712.75,7,Retail
1016,762.0,8,Retail
9000,6750.0,2,Retail
16920,12690.0,8,Retail
10530,7897.5,6,Retail
11862,8896.5,9,Retail
2328,1746.0,1,Retail
5195,3896.25,5,Retail
2508,1881.0,3,Retail
16482,12361.5,6,Retail
28740,21555.0,6,Retail
13880,10410.0,4,Retail
29172,21879.0,6,Retail
2300,1725.0,5,Retail
25392,19044.0,6,Retail
11320,8490.0,5,Retail
18824,14118.0,8,Retail
19200,14400.0,4,Retail
19327,14495.25,7,Retail
7427,5570.25,7,Retail
14247,10685.25,9,Retail
34624,25968.0,8,Retail
2152,1614.0,1,Retail
18072,13554.0,8,Retail
1756,1317.0,1,Retail
21090,15817.5,5,Retail
22805,17103.75,5,Retail
8421,6315.75,3,Retail
11135,8351.25,5,Retail
2033,1524.75,1,Retail
3123,2342.25,9,Retail
122,91.5,1,Retail
2975,2231.25,5,Retail
28192,21144.0,8,Retail
10104,7578.0,4,Retail
39213,29409.75,9,Retail
7350,5512.5,7,Retail
10840,8130.0,4,Retail
15048,11286.0,4,Retail
4599,3449.25,7,Retail
17715,13286.25,5,Retail
19476,14607.0,4,Retail
4976,3732.0,8,Retail
14864,11148.0,8,Retail
31556,23667.0,7,Retail
16219,12164.25,7,Retail
7784,5838.0,8,Retail
7456,5592.0,4,Retail
33750,25312.5,9,Retail
32480,24360.0,10,Retail
6714,5035.5,2,Retail
626,469.5,2,Retail
12612,9459.0,3,Retail
7278,5458.5,2,Retail
12648,9486.0,6,Retail
24816,18612.0,6,Retail
12321,9240.75,3,Retail
11109,8331.75,3,Retail
1386,1039.5,6,Retail
802,601.5,1,Retail
32440,24330.0,8,Retail
10188,7641.0,4,Retail
20075,15056.25,5,Retail
7212,5409.0,4,Retail
6342,4756.5,6,Retail
4332,3249.0,1,Retail
140,105.0,2,Retail
2144,1608.0,2,Retail
9527,7145.25,7,Retail
39432,29574.0,8,Retail
11691,8768.25,9,Retail
6005,4503.75,5,Retail
6456,4842.0,8,Retail
10040,7530.0,5,Retail
36396,27297.0,9,Retail
3069,2301.75,9,Retail
13026,9769.5,6,Retail
19775,14831.25,7,Retail
15744,11808.0,8,Retail
12260,9195.0,4,Retail
8800,6600.0,5,Retail
8940,6705.0,6,Retail
6920,5190.0,8,Retail
13712,10284.0,4,Retail
13853,10389.75,7,Retail
16566,12424.5,6,Retail
4331,3248.25,1,Retail
3360,2520.0,3,Retail
33543,25157.25,9,Retail
24948,18711.0,6,Retail
1276,957.0,1,Retail
19620,14715.0,6,Retail
26364,19773.0,6,Retail
36152,27114.0,8,Retail
4272,3204.0,6,Retail
19817,14862.75,7,Retail
46550,34912.5,10,Retail
11152,8364.0,8,Retail
29538,22153.5,9,Retail
1900,1425.0,10,Retail
2121,1590.75,7,Retail
35864,26898.0,8,Retail
8872,6654.0,2,Retail
432,324.0,1,Retail
31696,23772.0,8,Retail
8946,6709.5,3,Retail
19890,14917.5,5,Retail
9088,6816.0,8,Retail
10887,8165.25,3,Retail
13034,9775.5,7,Retail
16974,12730.5,9,Retail
807,605.25,1,Retail
4049,3036.75,1,Retail
22645,16983.75,7,Retail
24900,18675.0,5,Retail
36416,27312.0,8,Retail
27680,20760.0,8,Retail
822,616.5,3,Retail
23505,17628.75,5,Retail
24815,18611.25,5,Retail
2490,1867.5,1,Retail
8744,6558.0,4,Retail
8181,6135.75,9,Retail
1314,985.5,2,Retail
23890,17917.5,5,Retail
1065,798.75,3,Retail
1108,831.0,4,Retail
17390,13042.5,5,Retail
3867,2900.25,3,Retail
11522,8641.5,7,Retail
4165,3123.75,7,Retail
4536,3402.0,6,Retail
11848,8886.0,4,Retail
3517,2637.75,1,Retail
19125,14343.75,5,Retail
13380,10035.0,3,Retail
9258,6943.5,6,Retail
1558,1168.5,2,Retail
3189,2391.75,3,Retail
13736,10302.0,4,Retail
17536,13152.0,8,Retail
6084,4563.0,4,Retail
26082,19561.5,7,Retail
1680,1260.0,7,Retail
8330,6247.5,2,Retail
1395,1046.25,9,Retail
6552,4914.0,6,Retail
14748,11061.0,6,Retail
4113,3084.75,1,Retail
18440,13830.0,8,Retail
1672,1254.0,2,Retail
891,668.25,3,Retail
5538,4153.5,2,Retail
2151,1613.25,1,Retail
3411,2558.25,3,Retail
2616,1962.0,2,Retail
37440,28080.0,8,Retail
22624,16968.0,8,Retail
384,288.0,1,Retail
4692,3519.0,6,Retail
5306,3979.5,2,Retail
